,주소,위도,경도
227,전북 군산시 개정동 507-24 개정동주민센터 2층옥상,35.9642919,126.7524031
228,인천 서구 거북로 116(석남동)석남2동 행정복지센터 옥상,37.5026206,126.6724234
229,서울 서대문구 세검정로4길 32(홍제3동 주민센터),37.5937254,126.9475606
230,경기 화성시 남양읍 남양성지로 192-5남양읍행정복지센터,37.2117634,126.8215835
231,경기 군포시 청백리길 6군포시청 별관,37.3613945,126.9330492
232,대구 달서구 이곡동1258-2,35.8512041,128.5093405
233,인천 서구 크리스탈로 131수질정화시설관리동 2층 옥상,37.5377453,126.6366017
234,강원 화천군 화천읍 화천새싹길 45건설방재과 옥상,38.1062848,127.7059421
235,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)매포보건지소 지상",37.0331794,128.293613
236,울산 울주군 온산읍 명봉거남로 2남부종합사회복지관 옥상,35.4347233,129.3120068
237,서울 영등포구 양산로23길 11당산1동 주민센터,37.524955,126.8951513
238,서울시 성동구 뚝섬로3길 18성수1가1동주민센터,37.5420391,127.0474968
239,서울 마포구 포은로 6길 10망원1동주민센터 옥상,37.5555904,126.9033715
240,경남 창원시 의창구 대산면 갈전로99번길 100,35.3730532,128.6735097
241,부산광역시 사상구 삼덕로 83덕포초등학교 운동장 북서쪽 화단 (덕포동),35.173887,128.9837608
242,인천광역시 동구 수문통로 77송현도로변측정소,37.482121,126.6347939
243,인천 미추홀구 주안6동1587(석바위 삼거리),37.4576784,126.6901981
244,울산 울주군 청량면 신덕하3길 5청량면사무소 옥상,35.4931477,129.3037439
245,대구 수성구 지산동 761-11(한국환경공단) (무학로 209)한국환경공단,35.8304698,128.6293659
246,경남 진주시 동진로 279(한국전력공사 진주지점),35.180614,128.1196348
247,경북 칠곡군 왜관읍 관문로1길 30칠곡군 보건소 건강증진센터 옥상,35.9909018,128.4162784
248,경북 영천시 시청로 23영천 별빛직장어린이집,35.9729409,128.9356014
249,"충남 서천군 장항읍 장산로 297한국철도시설공단 부지내, 공원로 지상 1층",36.0083319,126.6910783
250,경남 거창군 거창읍 거열로 90거창읍사무소 1층 옥상,35.6879728,127.9016603
251,대구 수성구 노변공원로 52노변초등학교,35.8377194,128.6952756
252,울산 동구 진성4길 45 전하2동주민센터 3층 옥상,35.5088833,129.4244664
253,울산 중구 종가로 560약사고등학교,35.5738929,129.333353
254,경남 통영시 안개4길53(무전동주민센터),34.8573864,128.4302715
255,전남 영암군 삼호읍 나불로 192(나불리)영암소방서,34.766809,126.4370042
256,울산 중구 새즈믄해거리 28농협 성남동 지점,35.5563486,129.3182176
257,울산 동구 대송5길 10대송동주민센터 옥상,35.5031894,129.4162173
258,서울 광진구 광나루로 571구의아리정수센터,37.5471803,127.0903042
259,대구 중구 수창동 73 (수창초등학교)(달성로 22길 30)수창초등학교,35.8744352,128.5818408
260,광주 북구 북문대로 79(벽산블루밍아파트 앞 인도),35.1768741,126.8749934
261,광주 남구 회서로 21번가길 13주월1동 주민센터,35.1319105,126.8911592
262,경북 구미시 원평동 56-4(구미중앙로 24)동사무소,36.1271227,128.3378569
263,부산광역시 동구 충장대로 314자성대부두(관공선부두) 내 (좌천동),35.131992,129.0476816
264,대전 동구 동구청로 36대성동,36.3018511,127.4580984
265,경남 함안군 가야읍 함안대로 505가야읍행정복지센터 옥상,35.2719801,128.4060437
266,강원 태백시 태붐로 21태백시청 부지 내 지상,37.164066,128.9833763
267,인천 부평구 광장로 지하15(부평동)부평역 7번 출구,37.4903861,126.7214534
268,울산 남구 대암로 90번길 27울산세관,35.5287957,129.3240308
269,울산 남구 처용로 260-37대경기계기술,35.4969942,129.3372805
270,울산 남구 대학로 147번길 38무거동주민센터,35.5509863,129.2585641
271,부산 연제구 중앙대로 1001부산광역시청 녹음광장 창고,35.1802909,129.0722648
272,부산 수영구 광안로21번가길 57한바다중학교 옥상,35.1573913,129.1160884
273,대전 유성구 대학로 407 보건환경연구원보건환경연구원,36.3725838,127.3716672
274,대전 서구 정림동로 10(정림동 주민센터)정림동 주민센터,36.3044691,127.3645445
275,대구 서구 평리3동730-1 (대평중학교내) (통학로 217),35.8799063,128.5602316
276,경남 창원시 진해구 경화로16번길 31(병암동주민센터),35.1549948,128.6873507
277,경남 양산시 북부동 북안남 5번길 21(중앙동 주민센터),35.345812,129.038757
278,경기 고양시 일산동구 장항2동 888뉴코아백화점사거리,37.655049,126.7731483
279,전남 장성군 장성읍 영천로 211장성읍사무소 옥상,35.3031938,126.7831096
280,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)각리중학교 옥상,36.708786,127.4197343
281,전북 전주시 완산구 용리로 107 삼천도서관 옥상,35.7989458,127.1195094
282,인천 남동구 청능대로611번길 54(논현동)근린공원,37.4055168,126.6771332
283,서울 은평구 진흥로 215(한국환경산업기술원 온실동2층 ),37.6104898,126.9314111
284,경남 창원시 성산구 창이대로 706번길 16-23(사파민원센터),35.2217926,128.6960425
285,경남 창원시 마산회원구 봉암로 148(봉암동 주민센터),35.2177913,128.6001349
286,경기 가평군 가평읍 석봉로 181가평군청 의회동,37.8312549,127.5073877
287,경기 남양주시 별내중앙로 148화접초등학교,37.6534707,127.1135993
288,전북 부안군 행안면 변산로 16농업인 회관,35.7297179,126.717144
289,강원 인제군 인제읍 비봉로44번길 93인제군기상관측소,38.0601314,128.1645277
290,경북 포항시 남구 오천읍 냉천로320번길 4-11오천읍민복지회관,35.9668219,129.4065133
291,충남 서산시 동문동 918-3(서산초등학교)서산초등학교,36.780177,126.4532699
292,전북 전주시 완산구 태평3길 43-17 중앙동주민센터 옥상,35.8234988,127.1384514
293,인천 서구 심곡로 98(심곡동)인천광역시 인재개발원 옥상,37.5415919,126.6790187
294,부산 남구 수영로 196번길 80부산공업고등학교 공동실습관 옥상,35.1306439,129.0857864
295,부산강서구 체육공원로 43강서체육공원,35.2099696,128.9701295
296,대구 북구 태전동 1076-5 (태암초등학교)(칠곡중앙대로 52길 56)태암초등학교 남관 4층 옥상,35.9230319,128.5484631
297,경북 의성군 안계면 위양2길 9-26,36.3683804,128.4524188
298,경북 구미시 형곡동 142(구미시립도서관)구미시립도서관,36.1136442,128.3341439
299,경남 진주시 진주대로 1052(중소기업은행),35.1935071,128.0823508
300,경남 양산시 웅상읍 삼호 9길 1)(웅상노인복지회관),35.4144099,129.1697104
301,경기 군포시 산본로197번길 36당동도서관,37.3536799,126.9429677
302,강원 횡성군 강림면 강림리(치악산)1538번지 강림면사무소 교외대기,37.3591665,128.1213161
303,충남 서천군 서면 서인로 761서면보건지소옥상,36.1530046,126.5508324
304,전북 전주시 덕진구 동부대로 1183전주시 농수산물도매시장 관리동,35.8687985,127.1163412
305,대구 달서구 월배로 131월배초등학교,35.8168855,128.5264588
306,전남 곡성군 곡성읍 학정3길 6곡성읍 측정소,35.2834583,127.2874781
307,인천 중구 영종대로 85(운서동)영종도서관 옥상,37.4955904,126.4865251
308,인천 연수구 원인재로 115(동춘동)연수구의회 옥상,37.4101597,126.67612
309,부산광역시 동래구 중앙대로1335번길 38내산초등학교 동쪽 대로변 (온천동),35.2073846,129.0742298
310,부산 기장군 정관읍 용수로 4정관읍사무소 옥상,35.3255392,129.1781057
311,경남 창원시 마산회원구 회원동 11번길 7(회원1동 주민센터),35.2182352,128.5718876
312,강원 고성군 간성읍흘리 산 1-92(동원농산내 야산),38.279373,128.3804408
313,울산 남구 신정2동(문수로)1674(436 학성고등학교),35.5315776,129.2981336
314,전북 순창군 순창읍 경천로 33순창군청 3층 옥상,35.3744256,127.1353125
315,전남 광양시 진상면 신시길 227(섬거리)진상면사무소,35.0199657,127.717473
316,서울 도봉구 시루봉로2길 34쌍문동청소년문화의집,37.6541361,127.0268011
317,부산 동구 구청로 1동구청 지상,35.1292738,129.0433086
318,대전 서구 둔산서로 84(근로자 종합복지회관)근로자 종합복지회관(3층 옥상),36.3612626,127.3661936
319,대구 동구 신암동 72-1 (신암5동사무소)(아양로 37길 92)주민센터,35.8897398,128.6308358
320,경북 포항시 남구 대송면 장동홍계길19 (대송면사무소 내)대송면사무소,35.9685219,129.357765
321,경북 경산시 중방동 708-5 남매로 158경산시보건소 정신보건센터 2층,35.8251741,128.7410282
322,경남 사천시 사천읍 읍내로 52(사천읍사무소),35.0827704,128.0890476
323,경기 고양시 덕양구 신원2로 24신원도서관,37.6662947,126.8843318
324,부산광역시 강서구 신항남로 416부산신항다목적터미널(주) 본관 옥상 (성북동),35.0932245,128.5978757
325,경북 김천시 공단2길 30-22평생교육원 별관 2층 옥상,36.1439681,128.135064
326,충남 공주시 사곡면 마곡사로293-106(사곡중학교),36.5260875,127.0289033
327,전북 전주시 덕진구 서귀로 107 청소년자유센터 옥상,35.8514667,127.0848447
328,전북 전주시 덕진구 가리내로 30금암광장 교차로,35.8345472,127.132091
329,경남 창원시 의창구 용지로 239번길 19-4(용지동 주민센터),35.2360978,128.6810559
330,경기 고양시 일산동구 위시티로 151양일초등학교,37.6855728,126.811238
331,전북 진안군 진안읍 진무로 1189진안군 보건소 옥상,35.7955794,127.4317276
332,전북 정읍시 신태인읍 신태인중앙로 14신태인읍사무소,35.6881495,126.8845069
333,충남 청양군 청양읍 칠갑산로7길 54(청양군 보건의료원 옥상),36.4552502,126.8023559
334,인천광역시 남동구 은봉로 82인천지방중소벤처기업청옥상,37.4091324,126.6976179
335,부산 기장군 기장읍 읍내로 69기장초등학교 옥상,35.2459136,129.2100871
336,경기 의왕시 시청로 11의왕시청 민원실,37.3447006,126.9661213
337,전북 완주군 고산면 고산로 69-13고산면주민자치센터 옥상,35.9689805,127.1048279
338,부산광역시 사하구 제석로 41낙동초등학교 운동장 동편 화단 (당리동),35.1055821,128.9702545
339,전남 보성군 벌교읍 체육공원길 35벌교읍 측정소,34.8419193,127.3456071
340,전남 여수시 덕충안길 95만덕동주민자치센터,34.7557005,127.6931102
341,울산 남구 삼산중로 131번길 36삼산동 주민센터 옥상,35.5444051,129.3296409
342,부산 중구 광복로 55번길 10광복동주민센터 옥상,35.0998965,129.028237
343,부산 영도구 전망로 24태종대유원지관리사무소 3층,35.0554665,129.0878096
344,부산광역시 금정구 부곡로156번길 7부곡2동 주민센터 옥상 (부곡동),35.2298267,129.0905054
345,광주 북구 첨단과기로 333 (광주테크노파크 벤처지원센터 옥상)광주테크노파크 벤처지원센터 옥상,35.2258026,126.8588232
346,경북 포항시 북구 삼흥로 98 북구보건소북구보건소,36.070704,129.3782883
347,전북 임실군 임실읍 봉황로 144임실읍사무소,35.613471,127.2770823
348,경남 밀양시 중앙로346(내일동주민센터),35.493699,128.7520147
349,울산 남구 봉월로 20번길 9신정2동주민센터 옥상,35.5347113,129.3056157
350,서울 금천구 금하로21길 20시흥5동 주민센터,37.4523531,126.9060964
351,대구 북구 노원동 3가 262번지(삼영초등학교)(3공단로 14길 31)삼영초등학교 본관3층 옥상,35.8976074,128.4663883
352,광주 북구 군왕로 141번길 6 (두암보건지소)두암보건지소 3층 옥상,35.1743024,126.9303552
353,경남 창원시 의창구 원이대로 450(시설관리공단 실내수영장 앞),35.233069,128.65833
354,강원 양구군 방산면 송현1리519-2번지 방산배수지 내,38.2583707,127.6543181
355,전남 화순군 화순읍 동헌길 9-24화순읍 측정소,35.0652792,126.9837297
356,전남 함평군 함평읍 중앙길 39함평읍 측정소,35.0619922,126.5204664
357,전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상)용당1동 주민센터 옥상,34.8027259,126.3870182
358,부산 금정구 청룡로 25청룡노포동주민센터 옥상,35.2751901,129.0876804
359,전남 순천시 해룡면 매안로 162신대 측정소,34.9263323,127.5498246
360,전남 구례군 구례읍 동편제길 30구례읍 측정소,35.2159325,127.4592809
361,충남 서산시 대산읍 평신1로(독곶리) 한국수자원공사 대산산업용수센터저수동 옥상,36.9886553,126.374025
362,부산 해운대구 양운로 91좌1동주민센터 옥상,35.1708897,129.1720367
363,광주 광산구 하남산단 6번로 107삼성전자 환경안전센터,35.2040949,126.8049989
364,경북 영천시 화북면천문로 2304-21(화북정수장내),36.1124582,128.9250527
365,경북 영덕군 지품면 신안리산 6-2,36.4501342,129.2869372
366,경남 김해시 장유동 능동로 149(장유건강지원센터),35.2023631,128.8050748
367,경남 거창군 남상면 인평길 36,35.6431884,127.9080103
368,경남 거제시 아주로 3길 7(아주동주민센터),34.8776139,128.5807907
369,경기 고양시 덕양구 화신로 148 행신배수지가라산공원,37.6248761,126.8396909
370,경남 창원시 성산구 외리로14번길 18성주민원센터,35.1944604,128.685545
371,전남 순천시 장명로 30(장천동)순천시청 별관 옥상,34.9507755,127.4880797
372,전남 목포시 삼향천로 28(옥암동)부흥동주민센터,34.8042751,126.4324051
373,인천 옹진군 덕적면 진리산 35-4번지,37.2147674,126.0879761
374,광주 서구 상무대로 1165 (광주시립미술관 상록전시관 단독건물)광주시립미술관,35.1549354,126.886298
375,전남 장흥군 장흥읍 흥성로 23장흥읍 측정소,34.6744033,126.9044481
376,경남 거제시 남부면 저구리산 116번지,34.7100858,128.585136
377,경기 남양주시 오남읍 진건오남로 806-34오남읍사무소,37.6988283,127.2025049
378,전남 영광군 영광읍 물무로2길 61영광읍사무소,35.27797,126.5096918
379,강원 속초시 중앙시장로 43금호동측정소,38.2069045,128.5860092
380,경북 울진군 울진읍 읍내10길 19울진읍사무소,36.9972328,129.4007304
381,전북 무주군 무주읍 향학로 49무주읍사무소 옥상,36.0087635,127.6600079
382,경남 남해군 남해읍 남해대로 2745남해유배문학관 옥상,34.8320189,127.8970999
383,충남 서산시 대산읍 충의로 1942대산종합시장 옥상,36.9379631,126.4317677
384,전남 담양군 담양읍 추성로 1371(담양군청 신관 옥상),35.3212228,126.9860621
385,전남 여수시 여수산단로 1201(월내동)여수산단 월내 폐수종말처리장,34.8502943,127.6943032
386,전남 여수시 여문1로 71(문수동)문수동주민센터 옥상,34.754552,127.7005643
387,광주 동구 서남로 1동구청보건소,35.1456038,126.9210172
388,전남 여수시 서교1길 28-1(서강동),34.7413013,127.723778
389,전남 고흥군 고흥읍 터미널길 11고흥읍사무소,34.6062571,127.2785802
390,전남 여수시 무선로 190(선원동)여천동 주민센터 뒷편,34.7775089,127.6501734
391,전남 광양시 태인길 376(태인동)태인폐정수장 사무실,34.9418681,127.75488
392,강원 강릉시 경강로 2179(옥천동 327-2)옥천동주민센터 2층 옥상,37.7601128,128.9007519
393,충남 태안군 이원면 분지길14 (이원면사무소 1층 나동 옥상),37.2254652,125.5213369
394,강원 양양군 양양읍 남문로 39양양군 군의회 옥상,38.075263,128.6160864
395,경남 진주시 비봉로 85번길 12(상봉동 주민센터 상봉현장 민원실),35.1981946,128.0764497
396,충남 보령시 중앙로 142-16(대천2동 주민센터 옥상),36.3531477,126.5875459
397,전남 여수시 율촌면 동산개길 2율촌면,34.8819254,127.5765945
398,전남 나주시 빛가람로 719빛가람동 주민센터 옥상,35.0217404,126.788224
399,전남 강진군 강진읍 동성로 72,34.6446322,126.7691874
400,전남 여수시 화양면 평촌길 2-6화양면,34.685678,127.5952229
401,전남 순천시 연향번영길 54(연향동)연향도서관 옥상,34.9471375,127.5163271
402,전북 부안군 변산면 새만금로470(가력배수갑문관리소내),35.7360219,126.4198331
403,제주 서귀포시 대정읍 동일하모로149번길 21-8대정청소년 수련관,33.2278558,126.2456034
404,전남 무안군 무안읍 성내1길 2무안읍사무소,34.9905037,126.4742022
405,경북 봉화군 석포면 석포로1길 55석포면사무소 앞,37.0486367,129.0629833
406,제주 제주시 이도2동 1176-1(제주시청)제주시청,33.4990199,126.5249822
407,제주 제주시 연동 322-1 번지 제주특별자치도청 제2청사제주특별자치도청 제2청사 옥상,33.4990199,126.5249822
408,제주 서귀포시 동홍동 453-1(서귀포소방서)서귀포소방서,33.2514453,126.5647398
409,전남 화순군 북면 송단리338번지,35.1769497,127.1731718
410,전남 순천시 순천만길 513-25(대대동)순천만 자연생태관 옥상,34.885971,127.5068411
411,전남 광양시 광양읍 인덕로 1100(칠성리)광양읍 2청사 옥상,34.885971,127.5068411
412,광주 광산구 광산로 70송정1동 주민센터,35.1407412,126.7966124
413,경남 하동군 하동읍 군청로 23(하동군청),35.067453,127.7492425
414,전남 여수시 상암로 601-1삼일동,34.8247641,127.7294259
415,경북 울릉군 울릉읍 도동2길 65울릉군민회관,37.4844264,130.9036907
416,전남 광양시 중마중앙로 109광양소방서 옥상,34.9400303,127.6955604
417,강원 고성군 간성읍 수성로 160상리 측정소,38.3780808,128.4483886
418,제주 제주시 한경면 고산리3762국가배경농도,33.293735,126.1606263
419,전북 정읍시 조곡천1길 7. 여성문화관 옥상,35.6283624,126.7977959
420,전북 남원시 죽항동 비석길 72 죽항동주민센터 옥상,35.4075527,127.3823835
421,전남 완도군 신지면 신지로 567신지면 측정소,34.3345834,126.8262821
422,전남 순천시 해룡면 호두리 276-9호두정수장,34.89349,127.5708024
423,강원 동해시 천곡로 77(천곡동 806)동해시청 4층 옥상,37.524709,129.112103
424,전남 해남군 해남읍 남부순환로 114해남읍사무소,34.5651117,126.5970342
425,전북 고창군 고창읍 월곡공원 1길 36 여성회관 2층 옥상,35.4380935,126.7106017
426,경북 울릉군 서면 태하리산99-3 (울릉군 항로표지관리소)국가배경농도,37.5186705,130.7949146
427,전북 고창군 심원면 심원로 211심원면사무소 옥상,35.5243023,126.5489041
428,경남 함양군 함양읍 고운로 35함양군청 민원봉사과 옥상,35.5205452,127.7229872
429,제주 서귀포시 성산읍 일주동로 4120번길 7(동부소방서),33.460191,126.9075033
430,강원 삼척시 남양길 11(남양동 331-9)남양동주민센터 3층 옥상,37.4425633,129.1662669
431,전남 신안군 안좌면 중부로 860,34.7555423,126.1239339
432,전남 진도군 진도읍 진도대로 7195진도읍 측정소,34.4676508,126.1811308
433,"충북 청주시 상당구 문화동 89번지(상당로 92), 충북도청 동관 4층 옥상충북도청 동관 옥상",36.6358093,127.4891451
434,전북 임실군 운암면 선거리51-10,35.6104488,127.1840702
435,전북 익산시 배산로 189-10익산시 청소년문화의 집 옥상,35.9546763,126.9389714
436,전북 익산시 인북로 32길 1 (익산시의회)익산시의회 옥상,35.9477862,126.9559656
437,서울 중랑구 용마산로 369건강가정지원센터,37.584868,127.0917968
438,서울 중구 청계천로 184(청계천4가사거리 남강빌딩 앞),37.584868,127.0917968
439,서울 성동구 강변북로 257한강사업본부 옆,37.5710215,126.976153
440,서울 동대문구 홍릉로 1(청량리전철역 사거리 SC제일은행 앞),37.5804857,127.0422425
441,서울 강서구 마곡동 727-1091마곡역 중앙차로정류장 옆,37.5619185,126.8247303
442,대전 중구 중앙로 58도로변,36.3237437,127.4164471
443,광주 서구 상무자유로 170(롯데마트 상무점 건너편 인도),35.1523726,126.8501896
444,경기 안산시 단원구 화랑로 387안산시청,37.32186,126.8286608
445,경기 성남시 중원구 둔촌대로 425상대원1동행정복지센터,37.4332767,127.1621831
446,경기 광명시 시청로 20광명시청 제1별관,37.478881,126.8615043
447,경기안산시 단원구 중앙대로 822안산P1펌프장,37.327006,126.7865593
448,충북 증평군 증평읍 송산리 123-2폐수중계펌프장 지상,37.217519,126.7650062
449,세종 부강면 부강외천로 20문화복지회관 옥상,37.217519,126.7650062
450,강원 원주시 단구로 171(명륜동 242-2)국립공원관리공단 국립공원연구원 4층 옥상,37.3369613,127.9457448
451,경기 오산시 금암로 7(금암동 542-14),37.1803861,127.0416839
452,경북 경주시 경감로 587-18경주스마트미디어센터 지상,35.8357966,129.2848297
453,경북 경주시 외동읍 입실로3길 31외동보건지소 옥상,35.7156902,129.3213591
454,경북 경주시 안강읍 비화동길 9-40대한노인회 경주시지회 안강읍분회 옥상,35.9163763,129.1466099
