,주소,위도,경도,지역,시군,ID
225,경기 고양시 일산서구 주엽로 104주엽어린이도서관,37.668278799999996,126.7542146,경기,고양,고양 일산서
226,부산광역시 부산진구 개금온정로17번길 51개금3동 어린이놀이터 지상 (개금동),35.1552024,129.0204962,부산,부산진,부산 부산진
227,전북 군산시 개정동 507-24 개정동주민센터 2층옥상,35.9642919,126.7524031,전북,군산,군산
228,인천 서구 거북로 116(석남동)석남2동 행정복지센터 옥상,37.5026206,126.67242340000001,인천,서구,인천 서구
229,서울 서대문구 세검정로4길 32(홍제3동 주민센터),37.5937254,126.94756059999999,서울,서대문,서울 서대문
230,경기 화성시 남양읍 남양성지로 192-5남양읍행정복지센터,37.211763399999995,126.8215835,경기,화성,화성
231,경기 군포시 청백리길 6군포시청 별관,37.3613945,126.93304920000001,경기,군포,군포
232,대구 달서구 이곡동1258-2,35.851204100000004,128.5093405,대구,달서,대구 달서
233,인천 서구 크리스탈로 131수질정화시설관리동 2층 옥상,37.5377453,126.6366017,인천,서구,인천 서구
234,강원 화천군 화천읍 화천새싹길 45건설방재과 옥상,38.1062848,127.70594209999999,강원,화천,화천
235,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)매포보건지소 지상",37.0331794,128.293613,충북,단양,단양
236,울산 울주군 온산읍 명봉거남로 2남부종합사회복지관 옥상,35.434723299999995,129.3120068,울산,울주,울산 울주
237,서울 영등포구 양산로23길 11당산1동 주민센터,37.524955,126.89515130000001,서울,영등포,서울 영등포
238,서울시 성동구 뚝섬로3길 18성수1가1동주민센터,37.542039100000004,127.04749679999999,서울,성동,서울 성동
239,서울 마포구 포은로 6길 10망원1동주민센터 옥상,37.5555904,126.9033715,서울,마포,서울 마포
240,경남 창원시 의창구 대산면 갈전로99번길 100,35.3730532,128.6735097,경남,창원,창원 의창
241,부산광역시 사상구 삼덕로 83덕포초등학교 운동장 북서쪽 화단 (덕포동),35.173887,128.9837608,부산,사상,부산 사상
242,인천광역시 동구 수문통로 77송현도로변측정소,37.482121,126.6347939,인천,동구,인천 동구
243,인천 미추홀구 주안6동1587(석바위 삼거리),37.4576784,126.69019809999999,인천,남구,인천 남구
244,울산 울주군 청량면 신덕하3길 5청량면사무소 옥상,35.4931477,129.3037439,울산,울주,울산 울주
245,대구 수성구 지산동 761-11(한국환경공단) (무학로 209)한국환경공단,35.830469799999996,128.6293659,대구,수성,대구 수성
246,경남 진주시 동진로 279(한국전력공사 진주지점),35.180614,128.1196348,경남,진주,진주
247,경북 칠곡군 왜관읍 관문로1길 30칠곡군 보건소 건강증진센터 옥상,35.990901799999996,128.4162784,경북,칠곡,칠곡
248,경북 영천시 시청로 23영천 별빛직장어린이집,35.9729409,128.9356014,경북,영천,영천
249,"충남 서천군 장항읍 장산로 297한국철도시설공단 부지내, 공원로 지상 1층",36.008331899999995,126.6910783,충남,서천,서천
250,경남 거창군 거창읍 거열로 90거창읍사무소 1층 옥상,35.6879728,127.90166029999999,경남,거창,거창
251,대구 수성구 노변공원로 52노변초등학교,35.8377194,128.6952756,대구,수성,대구 수성
252,울산 동구 진성4길 45 전하2동주민센터 3층 옥상,35.5088833,129.4244664,울산,동구,울산 동구
253,울산 중구 종가로 560약사고등학교,35.5738929,129.33335300000002,울산,중구,울산 중구
254,경남 통영시 안개4길53(무전동주민센터),34.8573864,128.4302715,경남,통영,통영
255,전남 영암군 삼호읍 나불로 192(나불리)영암소방서,34.766809,126.43700420000002,전남,영암,영암
256,울산 중구 새즈믄해거리 28농협 성남동 지점,35.55634860000001,129.3182176,울산,중구,울산 중구
257,울산 동구 대송5길 10대송동주민센터 옥상,35.5031894,129.4162173,울산,동구,울산 동구
258,서울 광진구 광나루로 571구의아리정수센터,37.547180299999994,127.09030420000002,서울,광진,서울 광진
259,대구 중구 수창동 73 (수창초등학교)(달성로 22길 30)수창초등학교,35.8744352,128.5818408,대구,중구,대구 중구
260,광주 북구 북문대로 79(벽산블루밍아파트 앞 인도),35.176874100000006,126.87499340000001,광주,북구,광주 북구
261,광주 남구 회서로 21번가길 13주월1동 주민센터,35.1319105,126.89115919999999,광주,남구,광주 남구
262,경북 구미시 원평동 56-4(구미중앙로 24)동사무소,36.1271227,128.33785690000002,경북,구미,구미
263,부산광역시 동구 충장대로 314자성대부두(관공선부두) 내 (좌천동),35.131992,129.04768159999998,부산,동구,부산 동구
264,대전 동구 동구청로 36대성동,36.3018511,127.45809840000001,대전,동구,대전 동구
265,경남 함안군 가야읍 함안대로 505가야읍행정복지센터 옥상,35.2719801,128.4060437,경남,함안,함안
266,강원 태백시 태붐로 21태백시청 부지 내 지상,37.164066,128.9833763,강원,태백,태백
267,인천 부평구 광장로 지하15(부평동)부평역 7번 출구,37.4903861,126.7214534,인천,부평,인천 부평
268,울산 남구 대암로 90번길 27울산세관,35.5287957,129.3240308,울산,남구,울산 남구
269,울산 남구 처용로 260-37대경기계기술,35.4969942,129.3372805,울산,남구,울산 남구
270,울산 남구 대학로 147번길 38무거동주민센터,35.5509863,129.25856409999997,울산,남구,울산 남구
271,부산 연제구 중앙대로 1001부산광역시청 녹음광장 창고,35.180290899999996,129.0722648,부산,연제,부산 연제
272,부산 수영구 광안로21번가길 57한바다중학교 옥상,35.15739129999999,129.1160884,부산,수영,부산 수영
273,대전 유성구 대학로 407 보건환경연구원보건환경연구원,36.3725838,127.3716672,대전,유성,대전 유성
274,대전 서구 정림동로 10(정림동 주민센터)정림동 주민센터,36.3044691,127.36454450000001,대전,서구,대전 서구
275,대구 서구 평리3동730-1 (대평중학교내) (통학로 217),35.879906299999995,128.56023159999998,대구,서구,대구 서구
276,경남 창원시 진해구 경화로16번길 31(병암동주민센터),35.1549948,128.6873507,경남,창원,창원 진해
277,경남 양산시 북부동 북안남 5번길 21(중앙동 주민센터),35.345812,129.038757,경남,양산,양산
278,경기 고양시 일산동구 장항2동 888뉴코아백화점사거리,37.655049,126.7731483,경기,고양,고양 일산동
279,전남 장성군 장성읍 영천로 211장성읍사무소 옥상,35.303193799999995,126.78310959999999,전남,장성,장성
280,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)각리중학교 옥상,36.708785999999996,127.41973429999999,충북,청주,청주 청원
281,전북 전주시 완산구 용리로 107 삼천도서관 옥상,35.7989458,127.1195094,전북,전주,전주 완산
282,인천 남동구 청능대로611번길 54(논현동)근린공원,37.405516799999994,126.6771332,인천,남동,인천 남동
283,서울 은평구 진흥로 215(한국환경산업기술원 온실동2층 ),37.610489799999996,126.9314111,서울,은평,서울 은평
284,경남 창원시 성산구 창이대로 706번길 16-23(사파민원센터),35.2217926,128.6960425,경남,창원,창원 성산
285,경남 창원시 마산회원구 봉암로 148(봉암동 주민센터),35.217791299999995,128.60013490000003,경남,창원,창원 마산회
286,경기 가평군 가평읍 석봉로 181가평군청 의회동,37.8312549,127.50738770000001,경기,가평,가평
287,경기 남양주시 별내중앙로 148화접초등학교,37.65347070000001,127.1135993,경기,남양주,남양주
288,전북 부안군 행안면 변산로 16농업인 회관,35.7297179,126.71714399999999,전북,부안,부안
289,강원 인제군 인제읍 비봉로44번길 93인제군기상관측소,38.0601314,128.1645277,강원,인제,인제
290,경북 포항시 남구 오천읍 냉천로320번길 4-11오천읍민복지회관,35.9668219,129.4065133,경북,포항,포항 남구
291,충남 서산시 동문동 918-3(서산초등학교)서산초등학교,36.780177,126.45326990000001,충남,서산,서산
292,전북 전주시 완산구 태평3길 43-17 중앙동주민센터 옥상,35.823498799999996,127.1384514,전북,전주,전주 완산
293,인천 서구 심곡로 98(심곡동)인천광역시 인재개발원 옥상,37.5415919,126.67901869999999,인천,서구,인천 서구
294,부산 남구 수영로 196번길 80부산공업고등학교 공동실습관 옥상,35.1306439,129.08578640000002,부산,남구,부산 남구
295,부산강서구 체육공원로 43강서체육공원,35.2099696,128.97012949999998,부산,강서,부산 강서
296,대구 북구 태전동 1076-5 (태암초등학교)(칠곡중앙대로 52길 56)태암초등학교 남관 4층 옥상,35.9230319,128.5484631,대구,북구,대구 북구
297,경북 의성군 안계면 위양2길 9-26,36.3683804,128.4524188,경북,의성,의성
298,경북 구미시 형곡동 142(구미시립도서관)구미시립도서관,36.1136442,128.33414390000002,경북,구미,구미
299,경남 진주시 진주대로 1052(중소기업은행),35.1935071,128.0823508,경남,진주,진주
300,경남 양산시 웅상읍 삼호 9길 1)(웅상노인복지회관),35.414409899999995,129.1697104,경남,양산,양산
301,경기 군포시 산본로197번길 36당동도서관,37.3536799,126.94296770000001,경기,군포,군포
302,강원 횡성군 강림면 강림리(치악산)1538번지 강림면사무소 교외대기,37.3591665,128.12131609999997,강원,횡성,횡성
303,충남 서천군 서면 서인로 761서면보건지소옥상,36.1530046,126.5508324,충남,서천,서천
304,전북 전주시 덕진구 동부대로 1183전주시 농수산물도매시장 관리동,35.8687985,127.11634120000001,전북,전주,전주 덕진
305,대구 달서구 월배로 131월배초등학교,35.8168855,128.5264588,대구,달서,대구 달서
306,전남 곡성군 곡성읍 학정3길 6곡성읍 측정소,35.2834583,127.2874781,전남,곡성,곡성
307,인천 중구 영종대로 85(운서동)영종도서관 옥상,37.4955904,126.4865251,인천,중구,인천 중구
308,인천 연수구 원인재로 115(동춘동)연수구의회 옥상,37.4101597,126.67612,인천,연수,인천 연수
309,부산광역시 동래구 중앙대로1335번길 38내산초등학교 동쪽 대로변 (온천동),35.207384600000005,129.07422979999998,부산,동래,부산 동래
310,부산 기장군 정관읍 용수로 4정관읍사무소 옥상,35.32553920000001,129.1781057,부산,기장,부산 기장
311,경남 창원시 마산회원구 회원동 11번길 7(회원1동 주민센터),35.2182352,128.5718876,경남,창원,창원 마산회
312,강원 고성군 간성읍흘리 산 1-92(동원농산내 야산),38.279373,128.3804408,강원,고성,고성
313,울산 남구 신정2동(문수로)1674(436 학성고등학교),35.5315776,129.2981336,울산,남구,울산 남구
314,전북 순창군 순창읍 경천로 33순창군청 3층 옥상,35.3744256,127.1353125,전북,순창,순창
315,전남 광양시 진상면 신시길 227(섬거리)진상면사무소,35.0199657,127.717473,전남,광양,광양
316,서울 도봉구 시루봉로2길 34쌍문동청소년문화의집,37.6541361,127.0268011,서울,도봉,서울 도봉
317,부산 동구 구청로 1동구청 지상,35.12927379999999,129.0433086,부산,동구,부산 동구
318,대전 서구 둔산서로 84(근로자 종합복지회관)근로자 종합복지회관(3층 옥상),36.361262599999996,127.3661936,대전,서구,대전 서구
319,대구 동구 신암동 72-1 (신암5동사무소)(아양로 37길 92)주민센터,35.8897398,128.6308358,대구,동구,대구 동구
320,경북 포항시 남구 대송면 장동홍계길19 (대송면사무소 내)대송면사무소,35.9685219,129.357765,경북,포항,포항 남구
321,경북 경산시 중방동 708-5 남매로 158경산시보건소 정신보건센터 2층,35.825174100000005,128.74102820000002,경북,경산,경산
322,경남 사천시 사천읍 읍내로 52(사천읍사무소),35.082770399999994,128.08904760000001,경남,사천,사천
323,경기 고양시 덕양구 신원2로 24신원도서관,37.6662947,126.8843318,경기,고양,고양 덕양
324,부산광역시 강서구 신항남로 416부산신항다목적터미널(주) 본관 옥상 (성북동),35.0932245,128.5978757,부산,강서,부산 강서
325,경북 김천시 공단2길 30-22평생교육원 별관 2층 옥상,36.1439681,128.135064,경북,김천,김천
326,충남 공주시 사곡면 마곡사로293-106(사곡중학교),36.5260875,127.02890330000001,충남,공주,공주
327,전북 전주시 덕진구 서귀로 107 청소년자유센터 옥상,35.8514667,127.08484469999999,전북,전주,전주 덕진
328,전북 전주시 덕진구 가리내로 30금암광장 교차로,35.8345472,127.13209099999999,전북,전주,전주 덕진
329,경남 창원시 의창구 용지로 239번길 19-4(용지동 주민센터),35.236097799999996,128.68105590000002,경남,창원,창원 의창
330,경기 고양시 일산동구 위시티로 151양일초등학교,37.685572799999996,126.81123799999999,경기,고양,고양 일산동
331,전북 진안군 진안읍 진무로 1189진안군 보건소 옥상,35.7955794,127.43172759999999,전북,진안,진안
332,전북 정읍시 신태인읍 신태인중앙로 14신태인읍사무소,35.6881495,126.88450690000002,전북,정읍,정읍
333,충남 청양군 청양읍 칠갑산로7길 54(청양군 보건의료원 옥상),36.4552502,126.80235590000001,충남,청양,청양
334,인천광역시 남동구 은봉로 82인천지방중소벤처기업청옥상,37.4091324,126.6976179,인천,남동,인천 남동
335,부산 기장군 기장읍 읍내로 69기장초등학교 옥상,35.2459136,129.2100871,부산,기장,부산 기장
336,경기 의왕시 시청로 11의왕시청 민원실,37.344700599999996,126.9661213,경기,의왕,의왕
337,전북 완주군 고산면 고산로 69-13고산면주민자치센터 옥상,35.9689805,127.1048279,전북,완주,완주
338,부산광역시 사하구 제석로 41낙동초등학교 운동장 동편 화단 (당리동),35.1055821,128.97025449999998,부산,사하,부산 사하
339,전남 보성군 벌교읍 체육공원길 35벌교읍 측정소,34.841919299999994,127.3456071,전남,보성,보성
340,전남 여수시 덕충안길 95만덕동주민자치센터,34.7557005,127.69311019999999,전남,여수,여수
341,울산 남구 삼산중로 131번길 36삼산동 주민센터 옥상,35.544405100000006,129.3296409,울산,남구,울산 남구
342,부산 중구 광복로 55번길 10광복동주민센터 옥상,35.0998965,129.02823700000002,부산,중구,부산 중구
343,부산 영도구 전망로 24태종대유원지관리사무소 3층,35.0554665,129.08780959999999,부산,영도,부산 영도
344,부산광역시 금정구 부곡로156번길 7부곡2동 주민센터 옥상 (부곡동),35.229826700000004,129.0905054,부산,금정,부산 금정
345,광주 북구 첨단과기로 333 (광주테크노파크 벤처지원센터 옥상)광주테크노파크 벤처지원센터 옥상,35.2258026,126.8588232,광주,북구,광주 북구
346,경북 포항시 북구 삼흥로 98 북구보건소북구보건소,36.070704,129.37828829999998,경북,포항,포항 북구
347,전북 임실군 임실읍 봉황로 144임실읍사무소,35.613471000000004,127.27708229999999,전북,임실,임실
348,경남 밀양시 중앙로346(내일동주민센터),35.493699,128.75201470000002,경남,밀양,밀양
349,울산 남구 봉월로 20번길 9신정2동주민센터 옥상,35.5347113,129.3056157,울산,남구,울산 남구
350,서울 금천구 금하로21길 20시흥5동 주민센터,37.4523531,126.90609640000001,서울,금천,서울 금천
351,대구 북구 노원동 3가 262번지(삼영초등학교)(3공단로 14길 31)삼영초등학교 본관3층 옥상,35.8976074,128.4663883,대구,북구,대구 북구
352,광주 북구 군왕로 141번길 6 (두암보건지소)두암보건지소 3층 옥상,35.174302399999995,126.93035520000001,광주,북구,광주 북구
353,경남 창원시 의창구 원이대로 450(시설관리공단 실내수영장 앞),35.233069,128.65833,경남,창원,창원 의창
354,강원 양구군 방산면 송현1리519-2번지 방산배수지 내,38.25837070000001,127.65431809999998,강원,양구,양구
355,전남 화순군 화순읍 동헌길 9-24화순읍 측정소,35.0652792,126.9837297,전남,화순,화순
356,전남 함평군 함평읍 중앙길 39함평읍 측정소,35.0619922,126.5204664,전남,함평,함평
357,전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상)용당1동 주민센터 옥상,34.8027259,126.3870182,전남,목포,목포
358,부산 금정구 청룡로 25청룡노포동주민센터 옥상,35.2751901,129.0876804,부산,금정,부산 금정
359,전남 순천시 해룡면 매안로 162신대 측정소,34.9263323,127.54982460000001,전남,순천,순천
360,전남 구례군 구례읍 동편제길 30구례읍 측정소,35.2159325,127.45928090000001,전남,구례,구례
361,충남 서산시 대산읍 평신1로(독곶리) 한국수자원공사 대산산업용수센터저수동 옥상,36.9886553,126.374025,충남,서산,서산
362,부산 해운대구 양운로 91좌1동주민센터 옥상,35.170889700000004,129.1720367,부산,해운대,부산 해운대
363,광주 광산구 하남산단 6번로 107삼성전자 환경안전센터,35.204094899999994,126.8049989,광주,광산,광주 광산
364,경북 영천시 화북면천문로 2304-21(화북정수장내),36.112458200000006,128.9250527,경북,영천,영천
365,경북 영덕군 지품면 신안리산 6-2,36.4501342,129.2869372,경북,영덕,영덕
366,경남 김해시 장유동 능동로 149(장유건강지원센터),35.2023631,128.8050748,경남,김해,김해
367,경남 거창군 남상면 인평길 36,35.6431884,127.90801029999999,경남,거창,거창
368,경남 거제시 아주로 3길 7(아주동주민센터),34.8776139,128.58079070000002,경남,거제,거제
369,경기 고양시 덕양구 화신로 148 행신배수지가라산공원,37.6248761,126.8396909,경기,고양,고양 덕양
370,경남 창원시 성산구 외리로14번길 18성주민원센터,35.1944604,128.685545,경남,창원,창원 성산
371,전남 순천시 장명로 30(장천동)순천시청 별관 옥상,34.9507755,127.4880797,전남,순천,순천
372,전남 목포시 삼향천로 28(옥암동)부흥동주민센터,34.8042751,126.4324051,전남,목포,목포
373,인천 옹진군 덕적면 진리산 35-4번지,37.2147674,126.08797609999999,인천,옹진,인천 옹진
374,광주 서구 상무대로 1165 (광주시립미술관 상록전시관 단독건물)광주시립미술관,35.1549354,126.886298,광주,서구,광주 서구
375,전남 장흥군 장흥읍 흥성로 23장흥읍 측정소,34.6744033,126.9044481,전남,장흥,장흥
376,경남 거제시 남부면 저구리산 116번지,34.710085799999995,128.585136,경남,거제,거제
377,경기 남양주시 오남읍 진건오남로 806-34오남읍사무소,37.6988283,127.20250490000001,경기,남양주,남양주
378,전남 영광군 영광읍 물무로2길 61영광읍사무소,35.27797,126.50969180000001,전남,영광,영광
379,강원 속초시 중앙시장로 43금호동측정소,38.2069045,128.5860092,강원,속초,속초
380,경북 울진군 울진읍 읍내10길 19울진읍사무소,36.9972328,129.4007304,경북,울진,울진
381,전북 무주군 무주읍 향학로 49무주읍사무소 옥상,36.0087635,127.66000790000001,전북,무주,무주
382,경남 남해군 남해읍 남해대로 2745남해유배문학관 옥상,34.8320189,127.8970999,경남,남해,남해
383,충남 서산시 대산읍 충의로 1942대산종합시장 옥상,36.9379631,126.43176770000001,충남,서산,서산
384,전남 담양군 담양읍 추성로 1371(담양군청 신관 옥상),35.321222799999994,126.9860621,전남,담양,담양
385,전남 여수시 여수산단로 1201(월내동)여수산단 월내 폐수종말처리장,34.850294299999995,127.69430320000001,전남,여수,여수
386,전남 여수시 여문1로 71(문수동)문수동주민센터 옥상,34.754552000000004,127.7005643,전남,여수,여수
387,광주 동구 서남로 1동구청보건소,35.145603799999996,126.92101720000001,광주,동구,광주 동구
388,전남 여수시 서교1길 28-1(서강동),34.741301299999996,127.723778,전남,여수,여수
389,전남 고흥군 고흥읍 터미널길 11고흥읍사무소,34.6062571,127.27858020000001,전남,고흥,고흥
390,전남 여수시 무선로 190(선원동)여천동 주민센터 뒷편,34.7775089,127.65017340000001,전남,여수,여수
391,전남 광양시 태인길 376(태인동)태인폐정수장 사무실,34.9418681,127.75488,전남,광양,광양
392,강원 강릉시 경강로 2179(옥천동 327-2)옥천동주민센터 2층 옥상,37.760112799999995,128.90075190000002,강원,강릉,강릉
393,충남 태안군 이원면 분지길14 (이원면사무소 1층 나동 옥상),37.2254652,125.5213369,충남,태안,태안
394,강원 양양군 양양읍 남문로 39양양군 군의회 옥상,38.075263,128.6160864,강원,양양,양양
395,경남 진주시 비봉로 85번길 12(상봉동 주민센터 상봉현장 민원실),35.1981946,128.07644969999998,경남,진주,진주
396,충남 보령시 중앙로 142-16(대천2동 주민센터 옥상),36.3531477,126.58754590000001,충남,보령,보령
397,전남 여수시 율촌면 동산개길 2율촌면,34.88192539999999,127.57659450000001,전남,여수,여수
398,전남 나주시 빛가람로 719빛가람동 주민센터 옥상,35.0217404,126.788224,전남,나주,나주
399,전남 강진군 강진읍 동성로 72,34.644632200000004,126.7691874,전남,강진,강진
400,전남 여수시 화양면 평촌길 2-6화양면,34.685678,127.59522290000001,전남,여수,여수
401,전남 순천시 연향번영길 54(연향동)연향도서관 옥상,34.9471375,127.5163271,전남,순천,순천
402,전북 부안군 변산면 새만금로470(가력배수갑문관리소내),35.7360219,126.4198331,전북,부안,부안
403,제주 서귀포시 대정읍 동일하모로149번길 21-8대정청소년 수련관,33.2278558,126.2456034,제주,서귀포,서귀포
404,전남 무안군 무안읍 성내1길 2무안읍사무소,34.9905037,126.47420220000001,전남,무안,무안
405,경북 봉화군 석포면 석포로1길 55석포면사무소 앞,37.0486367,129.06298329999998,경북,봉화,봉화
406,제주 제주시 이도2동 1176-1(제주시청)제주시청,33.49901989999999,126.5249822,제주,제주,제주
407,제주 제주시 연동 322-1 번지 제주특별자치도청 제2청사제주특별자치도청 제2청사 옥상,33.49901989999999,126.5249822,제주,제주,제주
408,제주 서귀포시 동홍동 453-1(서귀포소방서)서귀포소방서,33.2514453,126.5647398,제주,서귀포,서귀포
409,전남 화순군 북면 송단리338번지,35.1769497,127.17317179999999,전남,화순,화순
410,전남 순천시 순천만길 513-25(대대동)순천만 자연생태관 옥상,34.885971000000005,127.50684109999999,전남,순천,순천
411,전남 광양시 광양읍 인덕로 1100(칠성리)광양읍 2청사 옥상,34.885971000000005,127.50684109999999,전남,광양,광양
412,광주 광산구 광산로 70송정1동 주민센터,35.1407412,126.7966124,광주,광산,광주 광산
413,경남 하동군 하동읍 군청로 23(하동군청),35.067453,127.74924250000001,경남,하동,하동
414,전남 여수시 상암로 601-1삼일동,34.8247641,127.72942590000001,전남,여수,여수
415,경북 울릉군 울릉읍 도동2길 65울릉군민회관,37.4844264,130.9036907,경북,울릉,울릉
416,전남 광양시 중마중앙로 109광양소방서 옥상,34.9400303,127.6955604,전남,광양,광양
417,강원 고성군 간성읍 수성로 160상리 측정소,38.3780808,128.4483886,강원,고성,고성
418,제주 제주시 한경면 고산리3762국가배경농도,33.293735,126.1606263,제주,제주,제주
419,전북 정읍시 조곡천1길 7. 여성문화관 옥상,35.6283624,126.7977959,전북,정읍,정읍
420,전북 남원시 죽항동 비석길 72 죽항동주민센터 옥상,35.407552700000004,127.3823835,전북,남원,남원
421,전남 완도군 신지면 신지로 567신지면 측정소,34.3345834,126.8262821,전남,완도,완도
422,전남 순천시 해룡면 호두리 276-9호두정수장,34.89349,127.57080239999999,전남,순천,순천
423,강원 동해시 천곡로 77(천곡동 806)동해시청 4층 옥상,37.524709,129.112103,강원,동해,동해
424,전남 해남군 해남읍 남부순환로 114해남읍사무소,34.5651117,126.5970342,전남,해남,해남
425,전북 고창군 고창읍 월곡공원 1길 36 여성회관 2층 옥상,35.4380935,126.7106017,전북,고창,고창
426,경북 울릉군 서면 태하리산99-3 (울릉군 항로표지관리소)국가배경농도,37.5186705,130.7949146,경북,울릉,울릉
427,전북 고창군 심원면 심원로 211심원면사무소 옥상,35.524302299999995,126.5489041,전북,고창,고창
428,경남 함양군 함양읍 고운로 35함양군청 민원봉사과 옥상,35.52054520000001,127.72298719999999,경남,함양,함양
429,제주 서귀포시 성산읍 일주동로 4120번길 7(동부소방서),33.460190999999995,126.9075033,제주,서귀포,서귀포
430,강원 삼척시 남양길 11(남양동 331-9)남양동주민센터 3층 옥상,37.442563299999996,129.1662669,강원,삼척,삼척
431,전남 신안군 안좌면 중부로 860,34.755542299999995,126.12393390000001,전남,신안,신안
432,전남 진도군 진도읍 진도대로 7195진도읍 측정소,34.467650799999994,126.18113079999999,전남,진도,진도
433,"충북 청주시 상당구 문화동 89번지(상당로 92), 충북도청 동관 4층 옥상충북도청 동관 옥상",36.6358093,127.48914509999999,충북,청주,청주 상당
434,전북 임실군 운암면 선거리51-10,35.61044879999999,127.18407020000001,전북,임실,임실
435,전북 익산시 배산로 189-10익산시 청소년문화의 집 옥상,35.954676299999996,126.93897140000001,전북,익산,익산
436,전북 익산시 인북로 32길 1 (익산시의회)익산시의회 옥상,35.9477862,126.9559656,전북,익산,익산
437,서울 중랑구 용마산로 369건강가정지원센터,37.584868,127.09179679999998,서울,중랑,서울 중랑
438,서울 중구 청계천로 184(청계천4가사거리 남강빌딩 앞),37.584868,127.09179679999998,서울,중구,서울 중구
439,서울 성동구 강변북로 257한강사업본부 옆,37.5710215,126.976153,서울,성동,서울 성동
440,서울 동대문구 홍릉로 1(청량리전철역 사거리 SC제일은행 앞),37.580485700000004,127.0422425,서울,동대문,서울 동대문
441,서울 강서구 마곡동 727-1091마곡역 중앙차로정류장 옆,37.5619185,126.82473030000001,서울,강서,서울 강서
442,대전 중구 중앙로 58도로변,36.3237437,127.41644709999998,대전,중구,대전 중구
443,광주 서구 상무자유로 170(롯데마트 상무점 건너편 인도),35.1523726,126.8501896,광주,서구,광주 서구
444,경기 안산시 단원구 화랑로 387안산시청,37.32186,126.8286608,경기,안산,안산 단원
445,경기 성남시 중원구 둔촌대로 425상대원1동행정복지센터,37.43327670000001,127.16218310000001,경기,성남,성남 중원
446,경기 광명시 시청로 20광명시청 제1별관,37.478881,126.86150430000001,경기,광명,광명
447,경기안산시 단원구 중앙대로 822안산P1펌프장,37.327006,126.7865593,경기,단원,단원
448,충북 증평군 증평읍 송산리 123-2폐수중계펌프장 지상,37.217519,126.76500619999999,충북,증평,증평
449,세종 부강면 부강외천로 20문화복지회관 옥상,37.217519,126.76500619999999,세종,부강면,부강면
450,강원 원주시 단구로 171(명륜동 242-2)국립공원관리공단 국립공원연구원 4층 옥상,37.3369613,127.94574479999999,강원,원주,원주
451,경기 오산시 금암로 7(금암동 542-14),37.18038610000001,127.04168390000001,경기,오산,오산
452,경북 경주시 경감로 587-18경주스마트미디어센터 지상,35.8357966,129.2848297,경북,경주,경주
453,경북 경주시 외동읍 입실로3길 31외동보건지소 옥상,35.7156902,129.3213591,경북,경주,경주
454,경북 경주시 안강읍 비화동길 9-40대한노인회 경주시지회 안강읍분회 옥상,35.916376299999996,129.14660990000002,경북,경주,경주
